"date";"grantee";"EnrollmentPer";"EnrollmentNum";"EnrollmentDen";"ExitTotal";"ExitSuc";"ExitUn";"GEDPer";"GEDNum";"GEDDen";"RegAp";"PlacementPer";"PlacementNum";"PlacementDen";"AttainmentPer";"AttainmentNum";"AttainmentDen";"LitPer";"LitNum";"LitDen";"RecidivismPer";"RecidivismNum";"RecidivismDen";"RetentionPer";"RetentionNum";"RetentionDen";"active_students"
2016-02-12;"YouthWorks";"102 ";"53 ";"52 ";"53 ";"46 ";"4 ";"36 ";"17 ";"47 ";"0 ";"74 ";"37 ";"50 ";"86 ";"43 ";"50 ";"85 ";"41 ";"48 ";"0 ";"0 ";"9 ";"86 ";"32 ";"37 ";0
2016-02-12;"CENTRAL STATES SER-JOBS FOR PROGRESS";"100 ";"64 ";"64 ";"64 ";"53 ";"9 ";"31 ";"19 ";"62 ";"0 ";"56 ";"35 ";"62 ";"79 ";"49 ";"62 ";"69 ";"42 ";"61 ";"8 ";"2 ";"24 ";"46 ";"16 ";"35 ";0
2016-02-12;"Carpenters Joint Training Fund of St. Louis";"100 ";"66 ";"66 ";"66 ";"41 ";"7 ";"58 ";"23 ";"40 ";"6 ";"83 ";"40 ";"48 ";"77 ";"37 ";"48 ";"55 ";"26 ";"47 ";"8 ";"1 ";"12 ";"80 ";"32 ";"40 ";0
2016-02-12;"Habitat for Humanity of Kent County, Inc.";"103 ";"62 ";"60 ";"62 ";"46 ";"8 ";"44 ";"21 ";"48 ";"0 ";"61 ";"33 ";"54 ";"63 ";"34 ";"54 ";"38 ";"18 ";"47 ";"27 ";"6 ";"22 ";"82 ";"27 ";"33 ";0
2016-02-12;"Housing Authority of Kansas City, Missouri";"100 ";"74 ";"74 ";"74 ";"56 ";"17 ";"27 ";"16 ";"59 ";"0 ";"55 ";"40 ";"73 ";"74 ";"54 ";"73 ";"80 ";"56 ";"70 ";"18 ";"3 ";"17 ";"70 ";"28 ";"40 ";0
2016-02-12;"PROLOGUE, INC";"103 ";"62 ";"60 ";"62 ";"54 ";"1 ";"61 ";"27 ";"44 ";"0 ";"49 ";"27 ";"55 ";"98 ";"54 ";"55 ";"73 ";"36 ";"49 ";"0 ";"0 ";"1 ";"63 ";"17 ";"27 ";0
2016-02-12;"RED LAKE BAND OF CHIPPEWA INDIANS";"102 ";"57 ";"56 ";"57 ";"38 ";"13 ";"57 ";"25 ";"44 ";"0 ";"29 ";"15 ";"51 ";"69 ";"35 ";"51 ";"43 ";"19 ";"44 ";"0 ";"0 ";"2 ";"33 ";"5 ";"15 ";0
2016-02-12;"Youth Conservation Corps";"100 ";"62 ";"62 ";"62 ";"56 ";"6 ";"29 ";"14 ";"48 ";"0 ";"77 ";"48 ";"62 ";"76 ";"47 ";"62 ";"77 ";"40 ";"52 ";"0 ";"0 ";"7 ";"94 ";"45 ";"48 ";0
2016-02-12;"Black Contractors Association of San Diego, Inc.";"102 ";"65 ";"64 ";"65 ";"53 ";"1 ";"24 ";"12 ";"49 ";"9 ";"61 ";"33 ";"54 ";"91 ";"49 ";"54 ";"71 ";"36 ";"51 ";"13 ";"2 ";"15 ";"58 ";"19 ";"33 ";0
2016-02-12;"Community Council of Idaho, Inc.";"100 ";"50 ";"50 ";"50 ";"50 ";"0 ";"66 ";"33 ";"50 ";"0 ";"82 ";"41 ";"50 ";"66 ";"33 ";"50 ";"66 ";"29 ";"44 ";"16 ";"5 ";"31 ";"78 ";"32 ";"41 ";0
2016-02-12;"Rancho Cielo Youth Campus, Inc";"102 ";"65 ";"64 ";"65 ";"63 ";"2 ";"82 ";"53 ";"65 ";"0 ";"75 ";"49 ";"65 ";"78 ";"51 ";"65 ";"80 ";"48 ";"60 ";"5 ";"1 ";"19 ";"78 ";"38 ";"49 ";0
2016-02-12;"Venice Community Housing Corporation";"119 ";"83 ";"70 ";"83 ";"57 ";"24 ";"36 ";"26 ";"73 ";"0 ";"52 ";"42 ";"81 ";"75 ";"61 ";"81 ";"63 ";"50 ";"80 ";"5 ";"1 ";"19 ";"71 ";"30 ";"42 ";0
2016-02-12;"Women in Non Traditional Employment Roles";"100 ";"70 ";"70 ";"70 ";"55 ";"11 ";"42 ";"27 ";"65 ";"0 ";"33 ";"22 ";"66 ";"68 ";"45 ";"66 ";"88 ";"57 ";"65 ";"25 ";"2 ";"8 ";"86 ";"19 ";"22 ";0
2016-02-12;"Yuba County Office of Education";"102 ";"67 ";"66 ";"67 ";"49 ";"16 ";"52 ";"33 ";"64 ";"12 ";"51 ";"33 ";"65 ";"65 ";"42 ";"65 ";"78 ";"50 ";"64 ";"26 ";"9 ";"35 ";"48 ";"16 ";"33 ";0
2016-02-12;"ABYSSINIAN DEVELOPMENT CORPORATION";"101 ";"69 ";"68 ";"69 ";"59 ";"8 ";"34 ";"23 ";"67 ";"0 ";"66 ";"44 ";"67 ";"63 ";"42 ";"67 ";"33 ";"18 ";"54 ";"0 ";"0 ";"0 ";"89 ";"39 ";"44 ";0
2016-02-12;"LearningWorks";"100 ";"64 ";"64 ";"64 ";"56 ";"5 ";"63 ";"38 ";"60 ";"0 ";"92 ";"56 ";"61 ";"84 ";"51 ";"61 ";"87 ";"40 ";"46 ";"0 ";"0 ";"19 ";"91 ";"51 ";"56 ";0
2016-02-12;"Nubian Directions II, Inc.";"100 ";"62 ";"62 ";"62 ";"40 ";"15 ";"46 ";"21 ";"46 ";"0 ";"69 ";"38 ";"55 ";"80 ";"44 ";"55 ";"85 ";"46 ";"54 ";"9 ";"1 ";"11 ";"79 ";"30 ";"38 ";0
2016-02-12;"ReSource: A Nonprofit Community Enterprise, Inc.";"100 ";"64 ";"64 ";"64 ";"36 ";"19 ";"51 ";"28 ";"55 ";"0 ";"49 ";"27 ";"55 ";"65 ";"36 ";"55 ";"53 ";"24 ";"45 ";"8 ";"1 ";"13 ";"48 ";"13 ";"27 ";0
2016-02-12;"The Providence Plan";"114 ";"82 ";"72 ";"82 ";"70 ";"10 ";"30 ";"24 ";"80 ";"0 ";"43 ";"34 ";"80 ";"69 ";"55 ";"80 ";"78 ";"61 ";"78 ";"0 ";"0 ";"0 ";"56 ";"19 ";"34 ";0
2016-02-12;"Training Resources of America, Inc.";"113 ";"54 ";"48 ";"54 ";"40 ";"11 ";"49 ";"25 ";"51 ";"0 ";"29 ";"15 ";"51 ";"75 ";"38 ";"51 ";"57 ";"27 ";"47 ";"0 ";"0 ";"23 ";"33 ";"5 ";"15 ";0
2016-02-12;"United Way of Long Island, Inc.";"100 ";"70 ";"70 ";"70 ";"61 ";"3 ";"40 ";"19 ";"47 ";"0 ";"80 ";"51 ";"64 ";"72 ";"46 ";"64 ";"87 ";"52 ";"60 ";"8 ";"3 ";"39 ";"88 ";"45 ";"51 ";0
2016-02-12;"Virgin Islands Housing Authority";"100 ";"50 ";"50 ";"50 ";"41 ";"3 ";"9 ";"3 ";"34 ";"0 ";"77 ";"34 ";"44 ";"57 ";"25 ";"44 ";"60 ";"26 ";"43 ";"0 ";"0 ";"0 ";"97 ";"33 ";"34 ";0
2016-02-12;"YOUTH ACTION PROGRAMS AND HOMES, INC.";"103 ";"72 ";"70 ";"72 ";"72 ";"0 ";"38 ";"27 ";"72 ";"0 ";"60 ";"43 ";"72 ";"71 ";"51 ";"72 ";"36 ";"21 ";"59 ";"0 ";"0 ";"11 ";"63 ";"27 ";"43 ";0
2016-02-12;"YOUTHBUILD NEWARK, INC.";"100 ";"100 ";"100 ";"100 ";"99 ";"1 ";"45 ";"43 ";"96 ";"5 ";"71 ";"71 ";"100 ";"75 ";"75 ";"100 ";"65 ";"59 ";"91 ";"0 ";"0 ";"8 ";"86 ";"61 ";"71 ";0
2016-02-12;"CONNECTION TRAINING SERVICES";"105 ";"63 ";"60 ";"63 ";"57 ";"6 ";"17 ";"11 ";"63 ";"0 ";"75 ";"47 ";"63 ";"97 ";"61 ";"63 ";"84 ";"51 ";"61 ";"20 ";"4 ";"20 ";"77 ";"36 ";"47 ";0
2016-02-12;"International Relief & Development, Inc.";"121 ";"75 ";"62 ";"75 ";"68 ";"6 ";"18 ";"13 ";"72 ";"0 ";"82 ";"61 ";"74 ";"65 ";"48 ";"74 ";"51 ";"37 ";"73 ";"0 ";"0 ";"7 ";"54 ";"33 ";"61 ";0
2016-02-12;"Latin American Youth Center YouthBuild Public Charter School";"100 ";"120 ";"120 ";"120 ";"115 ";"0 ";"30 ";"35 ";"115 ";"0 ";"74 ";"85 ";"115 ";"79 ";"91 ";"115 ";"74 ";"82 ";"111 ";"0 ";"0 ";"12 ";"75 ";"64 ";"85 ";0
2016-02-12;"Philadelphia Youth For Change Charter School";"101 ";"73 ";"72 ";"73 ";"72 ";"0 ";"99 ";"71 ";"72 ";"3 ";"86 ";"62 ";"72 ";"100 ";"72 ";"72 ";"79 ";"55 ";"70 ";"8 ";"2 ";"25 ";"63 ";"39 ";"62 ";0
2016-02-12;"Southern Appalachian Labor School";"82 ";"46 ";"56 ";"46 ";"37 ";"4 ";"22 ";"9 ";"41 ";"0 ";"83 ";"34 ";"41 ";"71 ";"29 ";"41 ";"38 ";"15 ";"40 ";"0 ";"0 ";"2 ";"82 ";"28 ";"34 ";0
2016-02-12;"The Huntington West Virginia Housing Authority";"103 ";"41 ";"40 ";"41 ";"33 ";"4 ";"53 ";"18 ";"34 ";"0 ";"59 ";"22 ";"37 ";"70 ";"26 ";"37 ";"71 ";"24 ";"34 ";"0 ";"0 ";"8 ";"77 ";"17 ";"22 ";0
2016-02-12;"DOUGLAS-CHEROKEE ECONOMIC AUTHORITY, INC.";"83 ";"40 ";"48 ";"40 ";"28 ";"11 ";"35 ";"13 ";"37 ";"0 ";"54 ";"21 ";"39 ";"69 ";"27 ";"39 ";"76 ";"28 ";"37 ";"25 ";"2 ";"8 ";"71 ";"15 ";"21 ";0
2016-02-12;"Housing Authority of Lakeland";"132 ";"75 ";"57 ";"75 ";"68 ";"7 ";"68 ";"51 ";"75 ";"0 ";"81 ";"61 ";"75 ";"87 ";"65 ";"75 ";"84 ";"53 ";"63 ";"13 ";"5 ";"38 ";"79 ";"48 ";"61 ";0
2016-02-12;"Housing Authority of the City of Wilmington, NC";"125 ";"70 ";"56 ";"70 ";"40 ";"17 ";"16 ";"8 ";"49 ";"1 ";"35 ";"20 ";"57 ";"30 ";"17 ";"57 ";"46 ";"25 ";"54 ";"0 ";"0 ";"17 ";"70 ";"14 ";"20 ";0
2016-02-12;"Lancaster County School District";"168 ";"84 ";"50 ";"84 ";"63 ";"20 ";"39 ";"32 ";"83 ";"0 ";"39 ";"32 ";"83 ";"61 ";"51 ";"83 ";"62 ";"48 ";"78 ";"0 ";"0 ";"4 ";"56 ";"18 ";"32 ";0
2016-02-12;"MISSISSIPPI ACTION FOR COMMUNITY EDUCATION, INC.";"100 ";"52 ";"52 ";"52 ";"52 ";"0 ";"38 ";"20 ";"52 ";"0 ";"75 ";"39 ";"52 ";"75 ";"39 ";"52 ";"81 ";"42 ";"52 ";"0 ";"0 ";"5 ";"90 ";"35 ";"39 ";0
2016-02-12;"PREVENTION PLUS, INC.";"98 ";"59 ";"60 ";"59 ";"40 ";"18 ";"47 ";"27 ";"58 ";"0 ";"34 ";"20 ";"58 ";"72 ";"42 ";"58 ";"68 ";"36 ";"53 ";"14 ";"3 ";"22 ";"60 ";"12 ";"20 ";0
2016-02-12;"River City Community Development Corporation";"100 ";"60 ";"60 ";"60 ";"54 ";"1 ";"56 ";"31 ";"55 ";"0 ";"71 ";"39 ";"55 ";"71 ";"39 ";"55 ";"59 ";"29 ";"49 ";"6 ";"1 ";"18 ";"74 ";"29 ";"39 ";0
2016-02-12;"Southwest Georgia United Empowerment Zone";"109 ";"73 ";"67 ";"73 ";"54 ";"13 ";"23 ";"15 ";"66 ";"0 ";"42 ";"28 ";"67 ";"75 ";"50 ";"67 ";"64 ";"41 ";"64 ";"43 ";"3 ";"7 ";"29 ";"8 ";"28 ";0
2016-02-12;"YBGC Inc";"111 ";"69 ";"62 ";"69 ";"68 ";"0 ";"23 ";"14 ";"62 ";"0 ";"75 ";"51 ";"68 ";"78 ";"53 ";"68 ";"58 ";"38 ";"66 ";"0 ";"0 ";"1 ";"84 ";"43 ";"51 ";0
2016-02-12;"YOUNG ADULT DEVELOPMENT IN ACTION INC DBA YOUTHBUILD HAZARD";"100 ";"42 ";"42 ";"42 ";"38 ";"1 ";"90 ";"26 ";"29 ";"2 ";"85 ";"33 ";"39 ";"79 ";"31 ";"39 ";"81 ";"30 ";"37 ";"0 ";"0 ";"1 ";"70 ";"23 ";"33 ";0
2016-02-12;"YOUNG ADULT DEVELOPMENT IN ACTION, INC./YOUTHBUILD LOUISVILLE";"100 ";"70 ";"70 ";"70 ";"57 ";"10 ";"35 ";"22 ";"62 ";"3 ";"79 ";"54 ";"68 ";"88 ";"60 ";"68 ";"78 ";"53 ";"68 ";"5 ";"1 ";"20 ";"96 ";"52 ";"54 ";0
2016-02-12;"AMERICAN YOUTHWORKS";"100 ";"68 ";"68 ";"68 ";"60 ";"4 ";"70 ";"45 ";"64 ";"0 ";"84 ";"54 ";"64 ";"89 ";"57 ";"64 ";"79 ";"42 ";"53 ";"0 ";"0 ";"13 ";"85 ";"46 ";"54 ";0
2016-02-12;"Community Development Support Association, Inc.";"121 ";"68 ";"56 ";"68 ";"58 ";"4 ";"55 ";"34 ";"62 ";"0 ";"74 ";"46 ";"62 ";"77 ";"48 ";"62 ";"78 ";"43 ";"55 ";"0 ";"0 ";"3 ";"80 ";"37 ";"46 ";0
2016-02-12;"East Baton Rouge Parish Housing Authority";"137 ";"82 ";"60 ";"82 ";"66 ";"10 ";"37 ";"28 ";"76 ";"0 ";"55 ";"42 ";"76 ";"80 ";"61 ";"76 ";"82 ";"61 ";"74 ";"0 ";"0 ";"15 ";"33 ";"14 ";"42 ";0
2016-02-12;"Little Dixie Community Action Agency, Inc.";"105 ";"44 ";"42 ";"44 ";"40 ";"3 ";"40 ";"17 ";"43 ";"0 ";"40 ";"17 ";"43 ";"51 ";"22 ";"43 ";"42 ";"18 ";"43 ";"0 ";"0 ";"2 ";"82 ";"14 ";"17 ";0
2016-02-12;"Louisiana Delta Community College - Tallulah Campus";"113 ";"54 ";"48 ";"54 ";"44 ";"7 ";"6 ";"3 ";"50 ";"0 ";"53 ";"27 ";"51 ";"82 ";"42 ";"51 ";"77 ";"36 ";"47 ";"0 ";"0 ";"1 ";"63 ";"17 ";"27 ";0
2016-02-12;"Montana State University- Northern";"100 ";"64 ";"64 ";"64 ";"43 ";"16 ";"33 ";"17 ";"52 ";"0 ";"51 ";"30 ";"59 ";"71 ";"42 ";"59 ";"64 ";"38 ";"59 ";"0 ";"0 ";"15 ";"63 ";"19 ";"30 ";0
2016-02-12;"Northshore Technical College Sullivan Campus";"104 ";"57 ";"55 ";"57 ";"56 ";"0 ";"77 ";"43 ";"56 ";"0 ";"75 ";"42 ";"56 ";"96 ";"54 ";"56 ";"100 ";"45 ";"45 ";"0 ";"0 ";"3 ";"100 ";"42 ";"42 ";0
2016-02-12;"QUAD AREA COMMUNITY ACTION AGENCY, INC.";"100 ";"64 ";"64 ";"64 ";"63 ";"1 ";"28 ";"16 ";"57 ";"0 ";"89 ";"57 ";"64 ";"88 ";"56 ";"64 ";"82 ";"47 ";"57 ";"38 ";"3 ";"8 ";"89 ";"51 ";"57 ";0
2016-02-12;"St. James Parish Government/Department of Human Resources";"130 ";"65 ";"50 ";"65 ";"51 ";"10 ";"28 ";"15 ";"53 ";"1 ";"36 ";"22 ";"61 ";"74 ";"45 ";"61 ";"64 ";"37 ";"58 ";"0 ";"0 ";"6 ";"86 ";"19 ";"22 ";0
2016-02-12;"The Hope Center, Inc.";"94 ";"75 ";"80 ";"75 ";"61 ";"13 ";"23 ";"12 ";"53 ";"0 ";"51 ";"38 ";"74 ";"78 ";"58 ";"74 ";"48 ";"21 ";"44 ";"0 ";"0 ";"0 ";"66 ";"25 ";"38 ";0
2016-02-12;"Tohatchi Area of Opportunity & Services, Inc.";"101 ";"71 ";"70 ";"71 ";"62 ";"9 ";"26 ";"18 ";"70 ";"0 ";"28 ";"20 ";"71 ";"52 ";"37 ";"71 ";"42 ";"28 ";"67 ";"0 ";"0 ";"0 ";"35 ";"7 ";"20 ";0
2016-02-12;"Year One, Inc. dba Mile High Youth Corps";"103 ";"69 ";"67 ";"69 ";"57 ";"11 ";"57 ";"39 ";"68 ";"2 ";"62 ";"42 ";"68 ";"99 ";"67 ";"68 ";"71 ";"45 ";"63 ";"6 ";"2 ";"35 ";"67 ";"28 ";"42 ";0
2016-02-12;"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC.";"113 ";"52 ";"46 ";"52 ";"45 ";"0 ";"67 ";"30 ";"45 ";"0 ";"78 ";"35 ";"45 ";"98 ";"44 ";"45 ";"93 ";"42 ";"45 ";"0 ";"0 ";"18 ";"89 ";"31 ";"35 ";0
2016-02-12;"Buckeye Community Hope Foundation";"66 ";"46 ";"70 ";"46 ";"29 ";"10 ";"54 ";"21 ";"39 ";"0 ";"74 ";"29 ";"39 ";"87 ";"34 ";"39 ";"86 ";"31 ";"36 ";"0 ";"0 ";"2 ";"86 ";"25 ";"29 ";0
2016-02-12;"COMPREHENSIVE COMMUNITY SOLUTIONS, INC.";"100 ";"100 ";"100 ";"100 ";"97 ";"3 ";"15 ";"15 ";"100 ";"0 ";"59 ";"59 ";"100 ";"65 ";"65 ";"100 ";"53 ";"50 ";"95 ";"7 ";"2 ";"27 ";"88 ";"52 ";"59 ";0
2016-02-12;"Community Action Agency";"111 ";"49 ";"44 ";"49 ";"41 ";"2 ";"63 ";"27 ";"43 ";"0 ";"79 ";"34 ";"43 ";"84 ";"36 ";"43 ";"72 ";"31 ";"43 ";"20 ";"1 ";"5 ";"100 ";"34 ";"34 ";0
2016-02-12;"DES MOINES AREA COMMUNITY COLLEGE";"100 ";"45 ";"45 ";"45 ";"39 ";"1 ";"50 ";"18 ";"36 ";"0 ";"85 ";"34 ";"40 ";"88 ";"35 ";"40 ";"62 ";"24 ";"39 ";"33 ";"8 ";"24 ";"88 ";"30 ";"34 ";0
2016-02-12;"Emerson Park Development Corporation";"100 ";"62 ";"62 ";"62 ";"58 ";"1 ";"42 ";"24 ";"57 ";"0 ";"71 ";"42 ";"59 ";"73 ";"43 ";"59 ";"55 ";"32 ";"58 ";"0 ";"0 ";"3 ";"76 ";"32 ";"42 ";0
2016-02-12;"Indianhead Community Action Agency, Incorporated";"86 ";"57 ";"66 ";"57 ";"44 ";"9 ";"53 ";"21 ";"40 ";"0 ";"42 ";"22 ";"53 ";"40 ";"21 ";"53 ";"65 ";"28 ";"43 ";"22 ";"10 ";"45 ";"50 ";"11 ";"22 ";0
2016-02-12;"Job Point";"100 ";"70 ";"70 ";"70 ";"55 ";"14 ";"31 ";"16 ";"52 ";"0 ";"74 ";"51 ";"69 ";"58 ";"40 ";"69 ";"63 ";"40 ";"64 ";"23 ";"9 ";"39 ";"67 ";"34 ";"51 ";0
2016-02-12;"METRO COMMUNITY DEVELOPMENT, INC.";"140 ";"112 ";"80 ";"112 ";"98 ";"1 ";"42 ";"42 ";"99 ";"0 ";"14 ";"14 ";"99 ";"85 ";"84 ";"99 ";"1 ";"1 ";"87 ";"0 ";"0 ";"0 ";"7 ";"1 ";"14 ";0
2016-02-12;"NORTHWEST MICHIGAN COUNCIL OF GOVERNMENTS";"101 ";"69 ";"68 ";"69 ";"45 ";"20 ";"40 ";"23 ";"58 ";"0 ";"52 ";"34 ";"65 ";"69 ";"45 ";"65 ";"70 ";"37 ";"53 ";"16 ";"6 ";"38 ";"56 ";"19 ";"34 ";0
2016-02-12;"OAI, Inc.";"102 ";"63 ";"62 ";"63 ";"54 ";"2 ";"66 ";"37 ";"56 ";"0 ";"61 ";"34 ";"56 ";"80 ";"45 ";"56 ";"82 ";"41 ";"50 ";"0 ";"0 ";"0 ";"71 ";"24 ";"34 ";0
2016-02-12;"SER Metro Detroit Jobs for Progress, Inc.";"100 ";"67 ";"67 ";"67 ";"49 ";"17 ";"43 ";"28 ";"65 ";"0 ";"71 ";"47 ";"66 ";"83 ";"55 ";"66 ";"86 ";"55 ";"64 ";"29 ";"2 ";"7 ";"79 ";"37 ";"47 ";0
2016-02-12;"Tree Trust";"100 ";"49 ";"49 ";"49 ";"48 ";"1 ";"59 ";"29 ";"49 ";"0 ";"71 ";"35 ";"49 ";"61 ";"30 ";"49 ";"60 ";"28 ";"47 ";"33 ";"5 ";"15 ";"74 ";"26 ";"35 ";0
2016-02-12;"United Methodist Children`s Home";"100 ";"64 ";"64 ";"64 ";"45 ";"7 ";"42 ";"22 ";"52 ";"0 ";"62 ";"32 ";"52 ";"83 ";"43 ";"52 ";"64 ";"25 ";"39 ";"14 ";"2 ";"14 ";"50 ";"16 ";"32 ";0
2016-02-12;"United Way of Wyandotte County, Inc.";"100 ";"62 ";"62 ";"62 ";"50 ";"12 ";"5 ";"3 ";"60 ";"0 ";"42 ";"26 ";"62 ";"65 ";"40 ";"62 ";"68 ";"38 ";"56 ";"0 ";"0 ";"5 ";"50 ";"13 ";"26 ";0
2016-02-12;"Youth Over Us, Inc.";"103 ";"72 ";"70 ";"72 ";"70 ";"2 ";"27 ";"19 ";"71 ";"0 ";"75 ";"54 ";"72 ";"92 ";"66 ";"72 ";"85 ";"61 ";"72 ";"0 ";"0 ";"10 ";"76 ";"41 ";"54 ";0
2016-02-12;"YouthBuild Lake County";"95 ";"76 ";"80 ";"76 ";"69 ";"3 ";"45 ";"25 ";"55 ";"2 ";"65 ";"47 ";"72 ";"76 ";"55 ";"72 ";"41 ";"28 ";"68 ";"17 ";"2 ";"12 ";"79 ";"37 ";"47 ";0
2016-02-12;"Able-Disabled Advocacy, Inc.";"102 ";"66 ";"65 ";"66 ";"40 ";"18 ";"24 ";"13 ";"55 ";"2 ";"69 ";"40 ";"58 ";"86 ";"50 ";"58 ";"80 ";"45 ";"56 ";"16 ";"5 ";"32 ";"100 ";"40 ";"40 ";0
