"date";"grantee";"EnrollmentPer";"EnrollmentNum";"EnrollmentDen";"ExitTotal";"ExitSuc";"ExitUn";"GEDPer";"GEDNum";"GEDDen";"RegAp";"PlacementPer";"PlacementNum";"PlacementDen";"AttainmentPer";"AttainmentNum";"AttainmentDen";"LitPer";"LitNum";"LitDen";"RecidivismPer";"RecidivismNum";"RecidivismDen";"RetentionPer";"RetentionNum";"RetentionDen";"active_students"
2016-02-12;"Human Resources Development Foundation, Inc.";"94 ";"45 ";"48 ";"45 ";"33 ";"11 ";"53 ";"21 ";"40 ";"0 ";"64 ";"28 ";"44 ";"68 ";"30 ";"44 ";"73 ";"27 ";"37 ";"22 ";"2 ";"9 ";"71 ";"20 ";"28 ";0
2016-02-12;"International Relief and Development";"100 ";"67 ";"67 ";"67 ";"66 ";"0 ";"55 ";"36 ";"65 ";"0 ";"68 ";"45 ";"66 ";"86 ";"57 ";"66 ";"78 ";"51 ";"65 ";"0 ";"0 ";"5 ";"87 ";"39 ";"45 ";0
2016-02-12;"Latin American Youth Center YouthBuild Public Charter School";"102 ";"132 ";"130 ";"132 ";"113 ";"13 ";"23 ";"29 ";"126 ";"1 ";"54 ";"68 ";"126 ";"67 ";"84 ";"126 ";"74 ";"89 ";"120 ";"0 ";"0 ";"2 ";"71 ";"48 ";"68 ";0
2016-02-12;"Lycoming-Clinton Commission for Community Action (STEP), Inc";"102 ";"67 ";"66 ";"67 ";"42 ";"14 ";"59 ";"33 ";"56 ";"0 ";"66 ";"37 ";"56 ";"64 ";"36 ";"56 ";"65 ";"30 ";"46 ";"6 ";"1 ";"16 ";"78 ";"29 ";"37 ";0
2016-02-12;"Philadelphia Youth For Change Charter School";"110 ";"74 ";"67 ";"74 ";"69 ";"3 ";"96 ";"69 ";"72 ";"1 ";"79 ";"57 ";"72 ";"96 ";"69 ";"72 ";"71 ";"51 ";"72 ";"0 ";"0 ";"16 ";"60 ";"34 ";"57 ";0
2016-02-12;"The Huntington WV Housing Authority";"100 ";"42 ";"42 ";"42 ";"14 ";"22 ";"27 ";"9 ";"33 ";"0 ";"25 ";"9 ";"36 ";"39 ";"14 ";"36 ";"44 ";"15 ";"34 ";"29 ";"2 ";"7 ";"67 ";"6 ";"9 ";0
2016-02-12;"United Community Services For Working Families";"100 ";"61 ";"61 ";"61 ";"56 ";"2 ";"29 ";"17 ";"58 ";"0 ";"69 ";"40 ";"58 ";"76 ";"44 ";"58 ";"43 ";"23 ";"53 ";"13 ";"2 ";"15 ";"40 ";"16 ";"40 ";0
2016-02-12;"BREVARD COMMUNITY COLLEGE";"90 ";"60 ";"67 ";"60 ";"47 ";"10 ";"61 ";"34 ";"56 ";"1 ";"65 ";"37 ";"57 ";"79 ";"45 ";"57 ";"83 ";"43 ";"52 ";"21 ";"8 ";"38 ";"70 ";"26 ";"37 ";0
2016-02-12;"City of Jacksonville, Florida";"146 ";"82 ";"56 ";"82 ";"69 ";"7 ";"38 ";"26 ";"69 ";"0 ";"12 ";"9 ";"76 ";"66 ";"50 ";"76 ";"56 ";"35 ";"62 ";"13 ";"10 ";"75 ";"11 ";"1 ";"9 ";0
2016-02-12;"City of Sanford YouthBuild";"109 ";"48 ";"44 ";"48 ";"35 ";"12 ";"34 ";"16 ";"47 ";"0 ";"15 ";"7 ";"47 ";"57 ";"27 ";"47 ";"43 ";"17 ";"40 ";"0 ";"0 ";"15 ";"0 ";"0 ";"7 ";0
2016-02-12;"Council on Substance Abuse-NCADD";"102 ";"59 ";"58 ";"59 ";"29 ";"17 ";"13 ";"6 ";"46 ";"0 ";"39 ";"18 ";"46 ";"63 ";"29 ";"46 ";"89 ";"40 ";"45 ";"0 ";"0 ";"2 ";"61 ";"11 ";"18 ";0
2016-02-12;"FLORIDA INSTITUTE FOR WORKFORCE INNOVATION, Inc.";"100 ";"61 ";"61 ";"61 ";"49 ";"5 ";"38 ";"20 ";"53 ";"0 ";"72 ";"39 ";"54 ";"81 ";"44 ";"54 ";"72 ";"39 ";"54 ";"14 ";"1 ";"7 ";"79 ";"31 ";"39 ";0
2016-02-12;"Housing Authority of Lakeland";"100 ";"49 ";"49 ";"49 ";"38 ";"10 ";"54 ";"26 ";"48 ";"0 ";"71 ";"34 ";"48 ";"79 ";"38 ";"48 ";"67 ";"31 ";"46 ";"3 ";"1 ";"30 ";"74 ";"25 ";"34 ";0
2016-02-12;"PREVENTION PLUS, INC.";"121 ";"75 ";"62 ";"75 ";"56 ";"13 ";"54 ";"37 ";"69 ";"0 ";"42 ";"29 ";"69 ";"77 ";"53 ";"69 ";"68 ";"44 ";"65 ";"0 ";"0 ";"2 ";"52 ";"15 ";"29 ";0
2016-02-12;"Pickens County Community Action Committee and Community Development Corporation, Inc.";"87 ";"58 ";"67 ";"58 ";"50 ";"6 ";"23 ";"12 ";"53 ";"0 ";"39 ";"22 ";"56 ";"80 ";"45 ";"56 ";"69 ";"38 ";"55 ";"0 ";"0 ";"3 ";"73 ";"16 ";"22 ";0
2016-02-12;"Shelby County Government";"77 ";"43 ";"56 ";"43 ";"42 ";"1 ";"0 ";"0 ";"43 ";"0 ";"0 ";"0 ";"43 ";"0 ";"0 ";"43 ";"16 ";"7 ";"43 ";"0 ";"0 ";"22 ";"0 ";"0 ";"0 ";0
2016-02-12;"Southwest Georgia United Empowerment Zone, Inc.";"110 ";"74 ";"67 ";"74 ";"65 ";"5 ";"34 ";"24 ";"70 ";"0 ";"41 ";"29 ";"70 ";"93 ";"65 ";"70 ";"59 ";"37 ";"63 ";"0 ";"0 ";"7 ";"24 ";"7 ";"29 ";0
2016-02-12;"Sumter County Board of Education";"103 ";"69 ";"67 ";"69 ";"65 ";"4 ";"27 ";"16 ";"60 ";"0 ";"52 ";"36 ";"69 ";"83 ";"57 ";"69 ";"41 ";"25 ";"61 ";"0 ";"0 ";"8 ";"58 ";"21 ";"36 ";0
2016-02-12;"Sumter County";"174 ";"73 ";"42 ";"73 ";"67 ";"6 ";"42 ";"31 ";"73 ";"0 ";"49 ";"36 ";"73 ";"77 ";"56 ";"73 ";"67 ";"46 ";"69 ";"0 ";"0 ";"17 ";"72 ";"26 ";"36 ";0
2016-02-12;"TELAMON CORPORATION (NORTH CAROLINA)";"104 ";"52 ";"50 ";"52 ";"41 ";"4 ";"41 ";"18 ";"44 ";"0 ";"49 ";"22 ";"45 ";"71 ";"32 ";"45 ";"60 ";"24 ";"40 ";"0 ";"0 ";"1 ";"59 ";"13 ";"22 ";0
2016-02-12;"Tampa Housing Authority";"108 ";"67 ";"62 ";"67 ";"52 ";"10 ";"19 ";"8 ";"43 ";"0 ";"58 ";"36 ";"62 ";"73 ";"45 ";"62 ";"47 ";"29 ";"62 ";"10 ";"1 ";"10 ";"47 ";"17 ";"36 ";0
2016-02-12;"YMCA of Middle Tennessee";"100 ";"61 ";"61 ";"61 ";"42 ";"15 ";"48 ";"20 ";"42 ";"1 ";"51 ";"29 ";"57 ";"86 ";"49 ";"57 ";"67 ";"36 ";"54 ";"18 ";"7 ";"40 ";"69 ";"20 ";"29 ";0
2016-02-12;"YOUNG ADULT DEVELOPMENT IN ACTION DBA YOUTHBUILD HAZARD";"100 ";"42 ";"42 ";"42 ";"33 ";"5 ";"93 ";"26 ";"28 ";"1 ";"76 ";"29 ";"38 ";"63 ";"24 ";"38 ";"73 ";"27 ";"37 ";"0 ";"0 ";"3 ";"76 ";"22 ";"29 ";0
2016-02-12;"YouthBuild USA";"182 ";"122 ";"67 ";"122 ";"96 ";"25 ";"24 ";"26 ";"110 ";"0 ";"69 ";"84 ";"121 ";"66 ";"80 ";"121 ";"54 ";"61 ";"114 ";"3 ";"1 ";"33 ";"94 ";"79 ";"84 ";0
2016-02-12;"HOPE CENTER, INC.";"172 ";"115 ";"67 ";"115 ";"78 ";"28 ";"8 ";"7 ";"87 ";"0 ";"48 ";"51 ";"106 ";"68 ";"72 ";"106 ";"65 ";"62 ";"96 ";"20 ";"1 ";"5 ";"65 ";"33 ";"51 ";0
2016-02-12;"La Fe Community Development Corporation";"121 ";"81 ";"67 ";"81 ";"72 ";"8 ";"55 ";"42 ";"76 ";"0 ";"51 ";"41 ";"80 ";"71 ";"57 ";"80 ";"68 ";"52 ";"76 ";"6 ";"1 ";"18 ";"24 ";"10 ";"41 ";0
2016-02-12;"Little Dixie Community Action Agency, Inc.";"102 ";"43 ";"42 ";"43 ";"35 ";"0 ";"63 ";"22 ";"35 ";"0 ";"43 ";"15 ";"35 ";"77 ";"27 ";"35 ";"63 ";"17 ";"27 ";"0 ";"0 ";"3 ";"47 ";"7 ";"15 ";0
2016-02-12;"Louisiana Technical College Sullivan Campus";"106 ";"56 ";"53 ";"56 ";"54 ";"0 ";"62 ";"33 ";"53 ";"0 ";"76 ";"41 ";"54 ";"100 ";"54 ";"54 ";"89 ";"42 ";"47 ";"0 ";"0 ";"13 ";"76 ";"31 ";"41 ";0
2016-02-12;"Louisiana Technical College";"164 ";"69 ";"42 ";"69 ";"59 ";"8 ";"27 ";"13 ";"48 ";"0 ";"66 ";"44 ";"67 ";"78 ";"52 ";"67 ";"68 ";"45 ";"66 ";"0 ";"0 ";"0 ";"41 ";"18 ";"44 ";0
2016-02-12;"Montana State University Northern";"119 ";"80 ";"67 ";"80 ";"51 ";"21 ";"33 ";"21 ";"63 ";"0 ";"49 ";"35 ";"72 ";"63 ";"45 ";"72 ";"63 ";"45 ";"72 ";"9 ";"2 ";"22 ";"60 ";"21 ";"35 ";0
2016-02-12;"QUAD AREA COMMUNITY ACTION AGENCY, INC.";"111 ";"71 ";"64 ";"71 ";"65 ";"4 ";"29 ";"17 ";"58 ";"0 ";"68 ";"47 ";"69 ";"67 ";"46 ";"69 ";"79 ";"49 ";"62 ";"8 ";"1 ";"12 ";"94 ";"44 ";"47 ";0
2016-02-12;"San Antonio Youth Centers";"106 ";"71 ";"67 ";"71 ";"40 ";"21 ";"52 ";"32 ";"61 ";"0 ";"15 ";"9 ";"61 ";"56 ";"34 ";"61 ";"79 ";"33 ";"42 ";"0 ";"0 ";"11 ";"78 ";"7 ";"9 ";0
2016-02-12;"Tulsa Technology School District #18";"116 ";"73 ";"63 ";"73 ";"62 ";"9 ";"44 ";"30 ";"68 ";"0 ";"59 ";"42 ";"71 ";"93 ";"66 ";"71 ";"69 ";"46 ";"67 ";"18 ";"2 ";"11 ";"69 ";"29 ";"42 ";0
2016-02-12;"Walker Montgomery Development Corporation";"105 ";"63 ";"60 ";"63 ";"61 ";"2 ";"56 ";"35 ";"62 ";"0 ";"75 ";"47 ";"63 ";"92 ";"58 ";"63 ";"98 ";"57 ";"58 ";"3 ";"2 ";"63 ";"66 ";"31 ";"47 ";0
2016-02-12;"Buckeye Community Hope Foundation";"100 ";"67 ";"67 ";"67 ";"43 ";"8 ";"57 ";"29 ";"51 ";"0 ";"76 ";"39 ";"51 ";"63 ";"32 ";"51 ";"60 ";"29 ";"48 ";"0 ";"0 ";"1 ";"85 ";"33 ";"39 ";0
2016-02-12;"CAP Services, Inc.";"100 ";"46 ";"46 ";"46 ";"41 ";"2 ";"50 ";"20 ";"40 ";"0 ";"88 ";"38 ";"43 ";"72 ";"31 ";"43 ";"78 ";"29 ";"37 ";"0 ";"0 ";"7 ";"76 ";"29 ";"38 ";0
2016-02-12;"CAPITAL AREA MICHIGAN WORKS";"108 ";"65 ";"60 ";"65 ";"41 ";"18 ";"50 ";"24 ";"48 ";"0 ";"49 ";"29 ";"59 ";"68 ";"40 ";"59 ";"73 ";"32 ";"44 ";"0 ";"0 ";"30 ";"62 ";"18 ";"29 ";0
2016-02-12;"City of Peoria Workforce Development Department";"135 ";"65 ";"48 ";"65 ";"57 ";"8 ";"38 ";"21 ";"56 ";"0 ";"52 ";"34 ";"65 ";"77 ";"50 ";"65 ";"75 ";"45 ";"60 ";"43 ";"6 ";"14 ";"44 ";"15 ";"34 ";0
2016-02-12;"Community Action Agency";"115 ";"46 ";"40 ";"46 ";"26 ";"13 ";"31 ";"11 ";"36 ";"0 ";"59 ";"23 ";"39 ";"54 ";"21 ";"39 ";"59 ";"23 ";"39 ";"14 ";"3 ";"21 ";"74 ";"17 ";"23 ";0
2016-02-12;"Community Action Commission of Fayette County";"105 ";"66 ";"63 ";"66 ";"54 ";"7 ";"55 ";"33 ";"60 ";"0 ";"67 ";"41 ";"61 ";"87 ";"53 ";"61 ";"85 ";"46 ";"54 ";"8 ";"2 ";"25 ";"68 ";"28 ";"41 ";0
2016-02-12;"Comprehensive Community Solutions, Inc.";"161 ";"106 ";"66 ";"106 ";"91 ";"11 ";"19 ";"19 ";"102 ";"0 ";"60 ";"61 ";"102 ";"76 ";"78 ";"102 ";"72 ";"63 ";"88 ";"5 ";"2 ";"41 ";"74 ";"45 ";"61 ";0
2016-02-12;"Easter Seals Work Resource Center";"104 ";"51 ";"49 ";"51 ";"46 ";"4 ";"47 ";"20 ";"43 ";"0 ";"50 ";"25 ";"50 ";"80 ";"40 ";"50 ";"62 ";"31 ";"50 ";"5 ";"1 ";"19 ";"76 ";"19 ";"25 ";0
2016-02-12;"Goodwill Industries/Wall Street Mission";"118 ";"79 ";"67 ";"79 ";"45 ";"13 ";"69 ";"40 ";"58 ";"0 ";"52 ";"30 ";"58 ";"71 ";"41 ";"58 ";"50 ";"25 ";"50 ";"15 ";"4 ";"26 ";"67 ";"20 ";"30 ";0
2016-02-12;"Housing Authority of St. Louis County";"100 ";"48 ";"48 ";"48 ";"34 ";"8 ";"61 ";"22 ";"36 ";"0 ";"74 ";"31 ";"42 ";"81 ";"34 ";"42 ";"67 ";"24 ";"36 ";"0 ";"0 ";"10 ";"77 ";"24 ";"31 ";0
2016-02-12;"INDIANAPOLIS PRIVATE INDUSTRY COUNCIL, INC.";"103 ";"69 ";"67 ";"69 ";"65 ";"2 ";"67 ";"44 ";"66 ";"0 ";"72 ";"48 ";"67 ";"81 ";"54 ";"67 ";"76 ";"45 ";"59 ";"0 ";"0 ";"3 ";"81 ";"39 ";"48 ";0
2016-02-12;"Improved Solutions for Urban Systems Inc.dba ISUS";"100 ";"67 ";"67 ";"67 ";"35 ";"32 ";"31 ";"21 ";"67 ";"0 ";"3 ";"2 ";"67 ";"39 ";"26 ";"67 ";"42 ";"25 ";"60 ";"0 ";"0 ";"16 ";"0 ";"0 ";"2 ";0
2016-02-12;"LEECH LAKE BAND OF OJIBWE";"103 ";"69 ";"67 ";"69 ";"27 ";"27 ";"37 ";"20 ";"54 ";"0 ";"13 ";"7 ";"54 ";"37 ";"20 ";"54 ";"34 ";"17 ";"50 ";"0 ";"0 ";"10 ";"0 ";"0 ";"7 ";0
2016-02-12;"Lewis and Clark Community College";"151 ";"74 ";"49 ";"74 ";"62 ";"7 ";"45 ";"29 ";"65 ";"0 ";"41 ";"28 ";"69 ";"67 ";"46 ";"69 ";"58 ";"32 ";"55 ";"33 ";"1 ";"3 ";"54 ";"15 ";"28 ";0
2016-02-12;"MILWAUKEE AREA WORKFORCE INVESTMENT BOARD";"147 ";"88 ";"60 ";"88 ";"75 ";"12 ";"19 ";"13 ";"69 ";"0 ";"43 ";"37 ";"87 ";"66 ";"57 ";"87 ";"63 ";"52 ";"83 ";"0 ";"0 ";"26 ";"27 ";"10 ";"37 ";0
2016-02-12;"Metro Community Development, Inc.";"115 ";"76 ";"66 ";"76 ";"69 ";"4 ";"49 ";"36 ";"73 ";"0 ";"45 ";"33 ";"73 ";"64 ";"47 ";"73 ";"69 ";"45 ";"65 ";"0 ";"0 ";"5 ";"52 ";"17 ";"33 ";0
2016-02-12;"NORTHWEST MICHIGAN COUNCIL OF GOVERNMENTS";"118 ";"79 ";"67 ";"79 ";"60 ";"14 ";"54 ";"38 ";"70 ";"0 ";"58 ";"43 ";"74 ";"78 ";"58 ";"74 ";"80 ";"43 ";"54 ";"28 ";"8 ";"29 ";"72 ";"31 ";"43 ";0
2016-02-12;"Neighborhoods, Inc. d/b/a NeighborWorks Lincoln";"89 ";"47 ";"53 ";"47 ";"38 ";"9 ";"50 ";"22 ";"44 ";"0 ";"28 ";"13 ";"47 ";"47 ";"22 ";"47 ";"50 ";"22 ";"44 ";"9 ";"2 ";"22 ";"23 ";"3 ";"13 ";0
2016-02-12;"OAI, Inc.";"102 ";"67 ";"66 ";"67 ";"67 ";"0 ";"37 ";"25 ";"67 ";"0 ";"31 ";"21 ";"67 ";"43 ";"29 ";"67 ";"69 ";"44 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"21 ";0
2016-02-12;"OIC of Racine County, Inc.";"107 ";"72 ";"67 ";"72 ";"61 ";"6 ";"68 ";"42 ";"62 ";"0 ";"72 ";"48 ";"67 ";"63 ";"42 ";"67 ";"77 ";"49 ";"64 ";"18 ";"3 ";"17 ";"79 ";"38 ";"48 ";0
2016-02-12;"Operation Fresh Start, Inc.";"100 ";"38 ";"38 ";"38 ";"35 ";"3 ";"74 ";"25 ";"34 ";"0 ";"84 ";"32 ";"38 ";"66 ";"25 ";"38 ";"63 ";"20 ";"32 ";"5 ";"1 ";"19 ";"81 ";"26 ";"32 ";0
2016-02-12;"PROJECT REBUILD INC";"107 ";"72 ";"67 ";"72 ";"47 ";"17 ";"35 ";"16 ";"46 ";"0 ";"48 ";"31 ";"64 ";"67 ";"43 ";"64 ";"54 ";"34 ";"63 ";"21 ";"8 ";"38 ";"48 ";"15 ";"31 ";0
2016-02-12;"Renewal Unlimited, Inc.";"102 ";"52 ";"51 ";"52 ";"47 ";"4 ";"64 ";"30 ";"47 ";"0 ";"73 ";"37 ";"51 ";"94 ";"48 ";"51 ";"80 ";"28 ";"35 ";"6 ";"1 ";"16 ";"76 ";"28 ";"37 ";0
2016-02-12;"Sojourners Care Network";"100 ";"51 ";"51 ";"51 ";"40 ";"11 ";"41 ";"21 ";"51 ";"1 ";"47 ";"24 ";"51 ";"82 ";"42 ";"51 ";"54 ";"27 ";"50 ";"18 ";"3 ";"17 ";"71 ";"17 ";"24 ";0
2016-02-12;"Springfield Urban League, Inc.";"115 ";"70 ";"61 ";"70 ";"44 ";"12 ";"10 ";"5 ";"49 ";"0 ";"57 ";"32 ";"56 ";"61 ";"34 ";"56 ";"50 ";"28 ";"56 ";"8 ";"1 ";"12 ";"53 ";"17 ";"32 ";0
2016-02-12;"THE WAY STATION, INC.";"137 ";"52 ";"38 ";"52 ";"41 ";"10 ";"20 ";"10 ";"51 ";"0 ";"59 ";"30 ";"51 ";"33 ";"17 ";"51 ";"69 ";"35 ";"51 ";"0 ";"0 ";"14 ";"63 ";"19 ";"30 ";0
2016-02-12;"Trumbull Metropolitan Housing Authority";"152 ";"73 ";"48 ";"73 ";"56 ";"13 ";"38 ";"26 ";"69 ";"0 ";"39 ";"27 ";"69 ";"84 ";"58 ";"69 ";"53 ";"33 ";"62 ";"0 ";"0 ";"21 ";"33 ";"9 ";"27 ";0
2016-02-12;"WAUKESHA-OZAUKEE-WASHINGTON WORKFORCE DEVELOPMENT, INC.";"106 ";"71 ";"67 ";"71 ";"62 ";"5 ";"27 ";"14 ";"52 ";"0 ";"79 ";"53 ";"67 ";"63 ";"42 ";"67 ";"61 ";"40 ";"66 ";"9 ";"1 ";"11 ";"75 ";"40 ";"53 ";0
2016-02-12;"WORKFORCE CONNECTIONS, INC.";"100 ";"59 ";"59 ";"59 ";"56 ";"3 ";"75 ";"43 ";"57 ";"0 ";"81 ";"48 ";"59 ";"97 ";"57 ";"59 ";"85 ";"40 ";"47 ";"18 ";"9 ";"50 ";"79 ";"38 ";"48 ";0
2016-02-12;"Workforce Development Inc. dba Office of Michigan Works";"124 ";"83 ";"67 ";"83 ";"66 ";"9 ";"44 ";"33 ";"75 ";"0 ";"80 ";"60 ";"75 ";"59 ";"44 ";"75 ";"71 ";"51 ";"72 ";"0 ";"0 ";"11 ";"73 ";"44 ";"60 ";0
2016-02-12;"Youngstown Metropolitan Housing Authority";"105 ";"69 ";"66 ";"69 ";"35 ";"20 ";"44 ";"24 ";"55 ";"0 ";"40 ";"22 ";"55 ";"51 ";"28 ";"55 ";"59 ";"30 ";"51 ";"0 ";"0 ";"0 ";"27 ";"6 ";"22 ";0
2016-02-12;"Youth Over Us, Inc.";"101 ";"68 ";"67 ";"68 ";"49 ";"12 ";"15 ";"9 ";"61 ";"0 ";"74 ";"45 ";"61 ";"90 ";"55 ";"61 ";"61 ";"37 ";"61 ";"3 ";"1 ";"33 ";"91 ";"41 ";"45 ";0
2016-02-12;"YouthBuild Lake County";"104 ";"70 ";"67 ";"70 ";"53 ";"15 ";"51 ";"35 ";"68 ";"0 ";"59 ";"40 ";"68 ";"56 ";"38 ";"68 ";"63 ";"40 ";"63 ";"11 ";"4 ";"38 ";"63 ";"25 ";"40 ";0
