"date";"grantee";"EnrollmentPer";"EnrollmentNum";"EnrollmentDen";"ExitTotal";"ExitSuc";"ExitUn";"GEDPer";"GEDNum";"GEDDen";"RegAp";"PlacementPer";"PlacementNum";"PlacementDen";"AttainmentPer";"AttainmentNum";"AttainmentDen";"LitPer";"LitNum";"LitDen";"RecidivismPer";"RecidivismNum";"RecidivismDen";"RetentionPer";"RetentionNum";"RetentionDen";"active_students"
2016-02-12;"WORKNET PINELLAS, INC";"103 ";"72 ";"70 ";"61 ";"49 ";"12 ";"25 ";"17 ";"67 ";"5 ";"80 ";"49 ";"61 ";"90 ";"65 ";"72 ";"69 ";"48 ";"70 ";"18 ";"10 ";"56 ";"85 ";"22 ";"26 ";11
2016-02-12;"YOUNG ADULT DEVELOPMENT IN ACTION, INC./YBLOUISVILLE";"100 ";"70 ";"70 ";"67 ";"63 ";"4 ";"34 ";"20 ";"58 ";"0 ";"82 ";"55 ";"67 ";"86 ";"60 ";"70 ";"75 ";"49 ";"65 ";"5 ";"1 ";"20 ";"63 ";"33 ";"52 ";3
2016-02-12;"CAREER TRAINING INSTITUTE";"102 ";"59 ";"58 ";"59 ";"47 ";"3 ";"58 ";"26 ";"45 ";"0 ";"76 ";"38 ";"50 ";"64 ";"32 ";"50 ";"89 ";"40 ";"45 ";"17 ";"2 ";"12 ";"66 ";"25 ";"38 ";0
2016-02-12;"PARISH OF RAPIDES POLICE JURY";"105 ";"42 ";"40 ";"27 ";"26 ";"1 ";"18 ";"7 ";"39 ";"0 ";"70 ";"19 ";"27 ";"79 ";"33 ";"42 ";"74 ";"29 ";"39 ";"5 ";"1 ";"22 ";"80 ";"8 ";"10 ";15
2016-02-12;"QUAD AREA COMMUNITY ACTION AGENCY , INC.";"102 ";"65 ";"64 ";"65 ";"61 ";"0 ";"48 ";"29 ";"61 ";"0 ";"92 ";"56 ";"61 ";"90 ";"55 ";"61 ";"95 ";"55 ";"58 ";"17 ";"1 ";"6 ";"61 ";"31 ";"51 ";0
2016-02-12;"SA YOUTH";"98 ";"61 ";"62 ";"0 ";"0 ";"0 ";"46 ";"28 ";"61 ";"0 ";"0 ";"0 ";"0 ";"48 ";"29 ";"61 ";"79 ";"45 ";"57 ";"0 ";"0 ";"7 ";"0 ";"0 ";"0 ";61
2016-02-12;"SER - JOBS FOR PROGRESS";"101 ";"71 ";"70 ";"60 ";"56 ";"2 ";"28 ";"19 ";"69 ";"0 ";"52 ";"30 ";"58 ";"88 ";"61 ";"69 ";"69 ";"43 ";"62 ";"0 ";"0 ";"10 ";"53 ";"8 ";"15 ";11
2016-02-12;"YEAR ONE DBA MILE HIGH YOUTH CORPS";"100 ";"67 ";"67 ";"67 ";"40 ";"24 ";"25 ";"16 ";"64 ";"1 ";"45 ";"29 ";"64 ";"56 ";"36 ";"64 ";"63 ";"38 ";"60 ";"4 ";"2 ";"46 ";"54 ";"13 ";"24 ";0
2016-02-12;"YOUTHWORKS";"100 ";"58 ";"58 ";"58 ";"52 ";"0 ";"34 ";"16 ";"47 ";"0 ";"85 ";"44 ";"52 ";"100 ";"52 ";"52 ";"84 ";"37 ";"44 ";"0 ";"0 ";"0 ";"44 ";"17 ";"39 ";0
2016-02-12;"ANEW LIFE YOUTH DEVELOPMENT CORPORATION";"113 ";"68 ";"60 ";"68 ";"55 ";"6 ";"49 ";"29 ";"59 ";"0 ";"30 ";"16 ";"54 ";"72 ";"44 ";"61 ";"61 ";"35 ";"57 ";"0 ";"0 ";"12 ";"50 ";"4 ";"8 ";0
2016-02-12;"BETHANY CHRISTIAN SERVICES";"100 ";"62 ";"62 ";"62 ";"45 ";"9 ";"42 ";"20 ";"48 ";"0 ";"41 ";"22 ";"54 ";"59 ";"32 ";"54 ";"40 ";"21 ";"53 ";"21 ";"3 ";"14 ";"72 ";"13 ";"18 ";0
2016-02-12;"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC.";"152 ";"73 ";"48 ";"48 ";"35 ";"1 ";"33 ";"20 ";"61 ";"0 ";"33 ";"12 ";"36 ";"44 ";"27 ";"61 ";"40 ";"22 ";"55 ";"0 ";"0 ";"41 ";"56 ";"5 ";"9 ";25
2016-02-12;"BUCKEYE COMMUNITY HOPE FOUNDATION";"100 ";"70 ";"70 ";"70 ";"38 ";"15 ";"32 ";"17 ";"53 ";"0 ";"68 ";"36 ";"53 ";"74 ";"39 ";"53 ";"59 ";"29 ";"49 ";"0 ";"0 ";"1 ";"69 ";"9 ";"13 ";0
2016-02-12;"CENTRAL STATES SER-JOBS FOR PROGRESS";"95 ";"61 ";"64 ";"33 ";"26 ";"6 ";"34 ";"20 ";"58 ";"0 ";"59 ";"19 ";"32 ";"63 ";"38 ";"60 ";"43 ";"22 ";"51 ";"17 ";"2 ";"12 ";"78 ";"14 ";"18 ";28
2016-02-12;"COMPREHENSIVE COMMUNITY SOLUTIONS, INC.";"97 ";"68 ";"70 ";"68 ";"35 ";"31 ";"15 ";"10 ";"66 ";"0 ";"21 ";"14 ";"66 ";"45 ";"30 ";"66 ";"34 ";"20 ";"58 ";"11 ";"4 ";"35 ";"9 ";"1 ";"11 ";0
2016-02-12;"DAYTONS BLUFF NEIGHBORHOOD HOUSING SERVICES";"113 ";"54 ";"48 ";"39 ";"34 ";"5 ";"52 ";"28 ";"54 ";"0 ";"36 ";"14 ";"39 ";"69 ";"37 ";"54 ";"13 ";"6 ";"48 ";"0 ";"0 ";"16 ";"92 ";"12 ";"13 ";15
2016-02-12;"DES MOINES AREA COMMUNITY COLLEGE";"109 ";"49 ";"45 ";"49 ";"37 ";"10 ";"42 ";"18 ";"43 ";"0 ";"74 ";"35 ";"47 ";"72 ";"34 ";"47 ";"63 ";"26 ";"41 ";"9 ";"2 ";"22 ";"91 ";"21 ";"23 ";0
2016-02-12;"EASTER SEALS TRISTATE LLC";"100 ";"72 ";"72 ";"72 ";"56 ";"14 ";"38 ";"23 ";"60 ";"0 ";"27 ";"19 ";"70 ";"77 ";"54 ";"70 ";"57 ";"38 ";"67 ";"12 ";"3 ";"25 ";"58 ";"7 ";"12 ";0
2016-02-12;"GOODWILL INDUSTRIES, INC.";"100 ";"60 ";"60 ";"60 ";"59 ";"1 ";"30 ";"17 ";"56 ";"0 ";"53 ";"32 ";"60 ";"90 ";"54 ";"60 ";"79 ";"45 ";"57 ";"21 ";"6 ";"29 ";"44 ";"14 ";"32 ";0
2016-02-12;"GUIDESTONE";"100 ";"62 ";"62 ";"47 ";"45 ";"0 ";"28 ";"15 ";"53 ";"0 ";"84 ";"38 ";"45 ";"88 ";"53 ";"60 ";"84 ";"47 ";"56 ";"5 ";"1 ";"19 ";"71 ";"22 ";"31 ";15
2016-02-12;"HOMEWORK HANGOUT CLUB, INC.";"102 ";"61 ";"60 ";"38 ";"29 ";"7 ";"8 ";"4 ";"52 ";"0 ";"69 ";"25 ";"36 ";"34 ";"20 ";"59 ";"32 ";"18 ";"57 ";"7 ";"1 ";"15 ";"28 ";"7 ";"25 ";23
2016-02-12;"LAC DU FLAMBEAU BAND OF LAKE SUPERIOR CHIPPEWA INDIANS";"77 ";"47 ";"61 ";"45 ";"17 ";"28 ";"14 ";"6 ";"42 ";"0 ";"4 ";"2 ";"45 ";"15 ";"7 ";"47 ";"22 ";"10 ";"45 ";"0 ";"0 ";"7 ";"0 ";"0 ";"2 ";2
2016-02-12;"METRO COMMUNITY DEVELOPMENT, INC.";"158 ";"142 ";"90 ";"132 ";"103 ";"20 ";"16 ";"21 ";"133 ";"0 ";"21 ";"26 ";"123 ";"65 ";"87 ";"133 ";"67 ";"85 ";"126 ";"0 ";"0 ";"1 ";"47 ";"8 ";"17 ";10
2016-02-12;"OPPORTUNITIES INDUSTRIALIZATION CENTER OF CLARK COUNTY, INC";"102 ";"61 ";"60 ";"44 ";"25 ";"15 ";"19 ";"8 ";"42 ";"0 ";"40 ";"16 ";"40 ";"32 ";"18 ";"57 ";"58 ";"33 ";"57 ";"19 ";"3 ";"16 ";"78 ";"7 ";"9 ";17
2016-02-12;"PARENT CHILD CENTER";"100 ";"66 ";"66 ";"66 ";"51 ";"7 ";"36 ";"16 ";"44 ";"0 ";"67 ";"39 ";"58 ";"79 ";"46 ";"58 ";"67 ";"36 ";"54 ";"0 ";"0 ";"1 ";"72 ";"18 ";"25 ";0
2016-02-12;"SER METRO-DETROIT, JOBS FOR PROGRESS, INC.";"100 ";"67 ";"67 ";"67 ";"54 ";"13 ";"22 ";"15 ";"67 ";"0 ";"64 ";"43 ";"67 ";"72 ";"48 ";"67 ";"57 ";"36 ";"63 ";"0 ";"0 ";"3 ";"42 ";"18 ";"43 ";0
2016-02-12;"TREE TRUST";"100 ";"50 ";"50 ";"50 ";"46 ";"2 ";"65 ";"31 ";"48 ";"0 ";"83 ";"40 ";"48 ";"69 ";"33 ";"48 ";"63 ";"27 ";"43 ";"10 ";"1 ";"10 ";"65 ";"17 ";"26 ";0
2016-02-12;"UNITED WAY OF WYANDOTTE COUNTY, INC.";"101 ";"71 ";"70 ";"54 ";"16 ";"37 ";"3 ";"2 ";"69 ";"0 ";"4 ";"2 ";"48 ";"19 ";"13 ";"70 ";"36 ";"22 ";"61 ";"0 ";"0 ";"4 ";"0 ";"0 ";"2 ";17
2016-02-12;"YOUTH BUILD LAKE COUNTY";"100 ";"80 ";"80 ";"75 ";"75 ";"0 ";"28 ";"19 ";"68 ";"0 ";"68 ";"51 ";"75 ";"35 ";"28 ";"80 ";"63 ";"48 ";"76 ";"0 ";"0 ";"2 ";"59 ";"30 ";"51 ";5
2016-02-12;"YOUTH CONSERVATION CORPS";"100 ";"65 ";"65 ";"65 ";"61 ";"1 ";"22 ";"10 ";"46 ";"0 ";"76 ";"47 ";"62 ";"84 ";"52 ";"62 ";"76 ";"44 ";"58 ";"17 ";"2 ";"12 ";"86 ";"25 ";"29 ";0
2016-02-12;"YOUTH OVER US, INC.";"104 ";"73 ";"70 ";"73 ";"70 ";"2 ";"13 ";"9 ";"68 ";"0 ";"71 ";"51 ";"72 ";"75 ";"54 ";"72 ";"74 ";"53 ";"72 ";"0 ";"0 ";"13 ";"51 ";"23 ";"45 ";0
2016-02-12;"CHICO UNIFIED SCHOOL DISTRICT";"107 ";"64 ";"60 ";"64 ";"32 ";"28 ";"50 ";"29 ";"58 ";"0 ";"43 ";"26 ";"60 ";"68 ";"41 ";"60 ";"60 ";"33 ";"55 ";"12 ";"4 ";"33 ";"57 ";"13 ";"23 ";0
2016-02-12;"CITY AND COUNTY OF HONOLULU DEPARTMENT OF COMMUNITY SERVICE";"100 ";"74 ";"74 ";"74 ";"54 ";"17 ";"70 ";"46 ";"66 ";"0 ";"37 ";"26 ";"71 ";"86 ";"61 ";"71 ";"69 ";"46 ";"67 ";"0 ";"0 ";"17 ";"52 ";"13 ";"25 ";0
2016-02-12;"CITY OF PHOENIX";"100 ";"66 ";"66 ";"66 ";"56 ";"7 ";"11 ";"6 ";"53 ";"0 ";"48 ";"30 ";"63 ";"73 ";"46 ";"63 ";"59 ";"35 ";"59 ";"9 ";"2 ";"22 ";"41 ";"12 ";"29 ";0
2016-02-12;"COALITION FOR RESPONSIBLE COMMUNITY DEVELOPMENT";"106 ";"66 ";"62 ";"43 ";"42 ";"0 ";"28 ";"18 ";"65 ";"0 ";"29 ";"12 ";"42 ";"77 ";"50 ";"65 ";"66 ";"43 ";"65 ";"0 ";"0 ";"5 ";"78 ";"7 ";"9 ";23
2016-02-12;"COMMUNITY SERVICES & EMPLOYMENT TRAINING, INC.";"102 ";"67 ";"66 ";"60 ";"51 ";"5 ";"13 ";"7 ";"54 ";"0 ";"25 ";"14 ";"55 ";"76 ";"48 ";"63 ";"38 ";"19 ";"50 ";"4 ";"1 ";"25 ";"45 ";"5 ";"11 ";7
2016-02-12;"COMMUNITY YOUTH SERVICES";"100 ";"62 ";"62 ";"62 ";"61 ";"1 ";"44 ";"27 ";"62 ";"2 ";"79 ";"49 ";"62 ";"94 ";"58 ";"62 ";"85 ";"46 ";"54 ";"0 ";"0 ";"35 ";"43 ";"21 ";"49 ";0
2016-02-12;"FRESNO COUNTY ECONOMIC OPPORTUNITIES COMMISSION";"100 ";"66 ";"66 ";"44 ";"26 ";"8 ";"66 ";"37 ";"56 ";"0 ";"55 ";"18 ";"33 ";"82 ";"46 ";"56 ";"70 ";"37 ";"53 ";"5 ";"1 ";"21 ";"47 ";"7 ";"15 ";22
2016-02-12;"NORTHEAST WASHINGTON EDUCATIONAL SERVICE DISTRICT 101";"100 ";"62 ";"62 ";"62 ";"37 ";"24 ";"54 ";"33 ";"61 ";"2 ";"49 ";"30 ";"61 ";"61 ";"37 ";"61 ";"42 ";"18 ";"43 ";"4 ";"1 ";"24 ";"57 ";"13 ";"23 ";0
2016-02-12;"OPPORTUNITIES INDUSTRIALIZATION CENTER (OIC) OF WASHINGTON";"100 ";"62 ";"62 ";"62 ";"60 ";"2 ";"33 ";"18 ";"55 ";"0 ";"74 ";"46 ";"62 ";"90 ";"56 ";"62 ";"85 ";"50 ";"59 ";"12 ";"2 ";"17 ";"54 ";"25 ";"46 ";0
2016-02-12;"PORTABLE PRACTICAL EDUCATIONAL PREPARATION";"102 ";"63 ";"62 ";"55 ";"30 ";"15 ";"21 ";"11 ";"53 ";"0 ";"38 ";"17 ";"45 ";"60 ";"32 ";"53 ";"62 ";"31 ";"50 ";"0 ";"0 ";"14 ";"47 ";"8 ";"17 ";8
2016-02-12;"PORTLAND YOUTHBUILDERS";"100 ";"70 ";"70 ";"70 ";"68 ";"0 ";"59 ";"34 ";"58 ";"2 ";"84 ";"57 ";"68 ";"76 ";"52 ";"68 ";"84 ";"51 ";"61 ";"0 ";"0 ";"2 ";"82 ";"36 ";"44 ";0
2016-02-12;"SAN JOAQUIN COUNTY OFFICE OF EDUCATION";"101 ";"81 ";"80 ";"81 ";"72 ";"7 ";"34 ";"27 ";"79 ";"4 ";"71 ";"56 ";"79 ";"84 ";"66 ";"79 ";"60 ";"43 ";"72 ";"13 ";"2 ";"16 ";"70 ";"30 ";"43 ";0
2016-02-12;"TACOMA GOODWILL INDUSTRIES";"100 ";"73 ";"73 ";"73 ";"68 ";"1 ";"51 ";"33 ";"65 ";"0 ";"78 ";"54 ";"69 ";"100 ";"69 ";"69 ";"70 ";"44 ";"63 ";"0 ";"0 ";"4 ";"81 ";"42 ";"52 ";0
2016-02-12;"THE CHILDREN`S CABINET";"103 ";"62 ";"60 ";"55 ";"48 ";"7 ";"68 ";"42 ";"62 ";"1 ";"62 ";"32 ";"52 ";"89 ";"55 ";"62 ";"64 ";"39 ";"61 ";"0 ";"0 ";"9 ";"41 ";"12 ";"29 ";7
2016-02-12;"VENICE COMMUNITY HOUSING CORPORATION";"101 ";"71 ";"70 ";"71 ";"59 ";"12 ";"42 ";"28 ";"67 ";"0 ";"55 ";"39 ";"71 ";"94 ";"67 ";"71 ";"84 ";"59 ";"70 ";"0 ";"0 ";"5 ";"46 ";"17 ";"37 ";0
2016-02-12;"WORKFORCECONNECTIONS";"100 ";"62 ";"62 ";"62 ";"49 ";"7 ";"70 ";"39 ";"56 ";"0 ";"66 ";"37 ";"56 ";"96 ";"54 ";"56 ";"81 ";"43 ";"53 ";"0 ";"0 ";"6 ";"59 ";"22 ";"37 ";0
2016-02-12;"YOUTH POLICY INSTITUTE";"111 ";"83 ";"75 ";"61 ";"40 ";"13 ";"20 ";"13 ";"65 ";"1 ";"49 ";"26 ";"53 ";"65 ";"49 ";"75 ";"62 ";"44 ";"71 ";"33 ";"2 ";"6 ";"35 ";"8 ";"23 ";22
