"date";"grantee";"EnrollmentPer";"EnrollmentNum";"EnrollmentDen";"ExitTotal";"ExitSuc";"ExitUn";"GEDPer";"GEDNum";"GEDDen";"RegAp";"PlacementPer";"PlacementNum";"PlacementDen";"AttainmentPer";"AttainmentNum";"AttainmentDen";"LitPer";"LitNum";"LitDen";"RecidivismPer";"RecidivismNum";"RecidivismDen";"RetentionPer";"RetentionNum";"RetentionDen";"active_students"
2016-02-12;"THE WESTCHESTER COUNTY DEPARTMENT OF SOCIAL SERVICES";"0 ";"0 ";"80 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"URBAN LEAGUE OF ROCHESTER, NY, INC.";"0 ";"0 ";"67 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YMCA OF KINGSTON AND ULSTER COUNTY";"0 ";"0 ";"54 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YOUTHBUILD NEWARK";"19 ";"19 ";"100 ";"0 ";"0 ";"0 ";"0 ";"0 ";"19 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"19 ";"0 ";"0 ";"17 ";"0 ";"0 ";"5 ";"0 ";"0 ";"0 ";19
2016-02-12;"AUBERLE";"0 ";"0 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"CONNECTION TRAINING SERVICES";"50 ";"33 ";"66 ";"0 ";"0 ";"0 ";"0 ";"0 ";"24 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"33 ";"0 ";"0 ";"28 ";"0 ";"0 ";"10 ";"0 ";"0 ";"0 ";33
2016-02-12;"HUMAN RESOURCE DEVELOPMENT FOUNDATION, INC.";"0 ";"0 ";"54 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"LATIN AMERICAN YOUTH CENTER YOUTHBUILD PUBLIC CHARTER SCHOOL";"50 ";"51 ";"102 ";"5 ";"0 ";"5 ";"0 ";"0 ";"51 ";"0 ";"0 ";"0 ";"5 ";"0 ";"0 ";"51 ";"0 ";"0 ";"51 ";"0 ";"0 ";"9 ";"0 ";"0 ";"0 ";46
2016-02-12;"PHILADELPHIA YOUTH FOR CHANGE CHARTER SCHOOL";"50 ";"36 ";"72 ";"6 ";"0 ";"6 ";"0 ";"0 ";"36 ";"0 ";"0 ";"0 ";"6 ";"0 ";"0 ";"36 ";"0 ";"0 ";"36 ";"0 ";"0 ";"5 ";"0 ";"0 ";"0 ";30
2016-02-12;"SOUTHERN APPALACHIAN LABOR SCHOOL";"34 ";"21 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"13 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"21 ";"0 ";"0 ";"21 ";"0 ";"0 ";"6 ";"0 ";"0 ";"0 ";21
2016-02-12;"TOTAL ACTION AGAINST POVERTY IN THE ROANOKE VALLEY";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"UNITED COMMUNITY SERVICES FOR WORKING FAMILIES";"0 ";"0 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"ALLIANCE FOR BUSINESS & TRAINING/YOUTHBUILD OF NORTHEAST TN";"0 ";"0 ";"58 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"GOODWILL INDUSTRIES OF UPSTATE/MIDLANDS SOUTH CAROLINA, INC.";"0 ";"0 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"HOUSING AUTHORITY OF THE CITY OF TAMPA";"0 ";"0 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"MISSISSIPPI ACTION FOR COMMUNITY EDUCATION INC.";"0 ";"0 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"OIC OF SOUTH FLORIDA, INC.";"0 ";"0 ";"65 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"THE DANNON PROJECT";"0 ";"0 ";"65 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YOUNG ADULT DEVELOPMENT IN ACTION DBA YOUTHBUILD LOUISVILLE";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"CLC, INC.";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"QUAD AREA COMMUNITY ACTION AGENCY, INC.";"50 ";"32 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"32 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"32 ";"0 ";"0 ";"30 ";"0 ";"0 ";"4 ";"0 ";"0 ";"0 ";32
2016-02-12;"SER - JOBS FOR PROGRESS OF THE TEXAS GULF COAST";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"START CORPORATION";"0 ";"0 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"UTE MOUNTAIN UTE TRIBE";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YEAR ONE INC., DBA MILE HIGH YOUTH CORPS";"13 ";"8 ";"60 ";"0 ";"0 ";"0 ";"0 ";"0 ";"8 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"8 ";"0 ";"0 ";"7 ";"0 ";"0 ";"2 ";"0 ";"0 ";"0 ";8
2016-02-12;"YOUTHWORKS, INC.";"34 ";"21 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"15 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"21 ";"0 ";"0 ";"20 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";21
2016-02-12;"ADVOCAP, INC.";"0 ";"0 ";"40 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"BERRIEN-CASS-VAN BUREN WORKFORCE DEVELOPMENT BOARD, INC.";"24 ";"17 ";"70 ";"9 ";"1 ";"8 ";"0 ";"0 ";"16 ";"0 ";"0 ";"0 ";"9 ";"0 ";"0 ";"17 ";"53 ";"9 ";"17 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";8
2016-02-12;"BETHANY CHRISTIAN SERVICES";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"BI-COUNTY COMMUNITY ACTION PROGRAMS, INC.";"0 ";"0 ";"48 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"COMMUNITY ACTION COMMISSION OF FAYETTE COUNTY";"0 ";"0 ";"40 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"COMPREHENSIVE COMMUNITY SOLUTIONS, INC.";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"DES MOINES AREA COMMUNITY COLLEGE";"0 ";"0 ";"45 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"EASTER SEALS TRISTATE, LLC";"0 ";"0 ";"72 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"LEWIS AND CLARK COMMUNITY COLLEGE";"11 ";"8 ";"72 ";"0 ";"0 ";"0 ";"0 ";"0 ";"8 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"8 ";"0 ";"0 ";"8 ";"0 ";"0 ";"6 ";"0 ";"0 ";"0 ";8
2016-02-12;"OHIOGUIDESTONE";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"PARENT CHILD CENTER";"0 ";"0 ";"66 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"PROLOGUE, INC.";"0 ";"0 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"SER - METRO-DETROIT, JOBS FOR PROGRESS, INC.";"0 ";"0 ";"67 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"TREE TRUST";"9 ";"5 ";"56 ";"5 ";"0 ";"5 ";"0 ";"0 ";"5 ";"0 ";"0 ";"0 ";"5 ";"0 ";"0 ";"5 ";"0 ";"0 ";"5 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"UNITED WAY OF WYANDOTTE COUNTY";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"WASHTENAW COMMUNITY COLLEGE";"0 ";"0 ";"50 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"WAUKESHA-OZAUKEE-WASHINGTON WORKFORCE DEVELOPMENT, INC.";"0 ";"0 ";"72 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YB COLUMBUS";"21 ";"15 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"15 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"15 ";"0 ";"0 ";"15 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";15
2016-02-12;"YBLC, INC.";"0 ";"0 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YOUTH CONSERVATION CORPS";"0 ";"0 ";"66 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YOUTH OVER US, INC.";"16 ";"11 ";"70 ";"0 ";"0 ";"0 ";"0 ";"0 ";"11 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"11 ";"0 ";"0 ";"11 ";"0 ";"0 ";"3 ";"0 ";"0 ";"0 ";11
2016-02-12;"CITY OF PHOENIX";"0 ";"0 ";"66 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"COMMUNITY YOUTH SERVICES";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"ENTRENOUS YOUTH EMPOWERMENT SERVICES, INC.";"0 ";"0 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"GOODWILL OF THE OLYMPICS & RAINIER REGION";"0 ";"0 ";"64 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"LOS ANGELES CONSERVATION CORPS";"0 ";"0 ";"77 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"NORTHEAST WASHINGTON EDUCATIONAL SERVICE DISTRICT 101";"16 ";"10 ";"62 ";"0 ";"0 ";"0 ";"10 ";"1 ";"10 ";"0 ";"0 ";"0 ";"0 ";"10 ";"1 ";"10 ";"63 ";"5 ";"8 ";"0 ";"0 ";"4 ";"0 ";"0 ";"0 ";10
2016-02-12;"PORTABLE PRACTICAL EDUCATIONAL PREPARATION, INC.";"0 ";"0 ";"72 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"PORTLAND YOUTHBUILDERS";"35 ";"23 ";"65 ";"0 ";"0 ";"0 ";"0 ";"0 ";"21 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"23 ";"33 ";"6 ";"18 ";"0 ";"0 ";"4 ";"0 ";"0 ";"0 ";23
2016-02-12;"RIVERSIDE COUNTY OFFICE OF EDUCATION";"0 ";"0 ";"61 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"SACRAMENTO REGIONAL CONSERVATION CORPS";"1 ";"1 ";"68 ";"0 ";"0 ";"0 ";"0 ";"0 ";"1 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"1 ";"0 ";"0 ";"1 ";"0 ";"0 ";"1 ";"0 ";"0 ";"0 ";1
2016-02-12;"SAN JOAQUIN COUNTY OFFICE OF EDUCATION";"25 ";"20 ";"80 ";"17 ";"0 ";"17 ";"0 ";"0 ";"20 ";"0 ";"0 ";"0 ";"17 ";"0 ";"0 ";"20 ";"61 ";"11 ";"18 ";"0 ";"0 ";"3 ";"0 ";"0 ";"0 ";3
2016-02-12;"WORKFORCE CONNECTIONS - SOUTHERN NEVADAS WIB";"0 ";"0 ";"62 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
2016-02-12;"YOUTH POLICY INSTITUTE";"0 ";"0 ";"80 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";"0 ";0
